,username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink
418,UN Climate Change,UNFCCC,2018-07-04 16:28,445,429,"Last year, extreme weather displaced almost 19 million people around the world, says @ UN chief @ antonioguterres https://bit.ly/2u6cFGE Governments need to prepare for millions more # climate refugees, above all in Asia, says @ unisdrpic.twitter.com/AbNw6HBqkJ",,@ @ @,#,1014501220264923136,https://twitter.com/UNFCCC/status/1014501220264923136
419,UN Climate Change,UNFCCC,2018-07-02 16:52,109,137,Green Climate Fund completes largest # ClimateFinance disbursement to date (USD 86.7 million): https://bit.ly/2NcOsaB Project in support of # ParisAgreement # climate goals helps Kazakhstan transition away from polluting # coal to clean # renewable energypic.twitter.com/nvtqxgZlIg,,,# # # # #,1013782344703135744,https://twitter.com/UNFCCC/status/1013782344703135744
420,UN Climate Change,UNFCCC,2018-07-01 11:55,118,122,Take part in the Global Youth Climate Video Competition to highlight the # ClimateAction of young people around the world https://bit.ly/2Ini0mm Winners will be invited to # COP24 in Katowice to present their work and be part of our team # ACEnowpic.twitter.com/l40RElyJZc,,,# # #,1013345212465205250,https://twitter.com/UNFCCC/status/1013345212465205250
421,UN Climate Change,UNFCCC,2018-06-27 09:17,256,367,Political leaders are multiplying the calls for stepping up # climateaction and for achieving a strong outcome at the @ UN Climate Change Conference # COP24 in December http://bit.ly/2KrLuQT # Talanoa4Ambition # ParisAgreement # PetersbergDialoguepic.twitter.com/AdfL8agEUe,,@,# # # # #,1011856083038691328,https://twitter.com/UNFCCC/status/1011856083038691328
422,UN Climate Change,UNFCCC,2018-06-24 15:27,141,186,"A combination of ever cheaper # wind, # solar & # batteries is set to cover 50% of the world’s electricity demand by 2050, according to @ BloombergNEF http://bit.ly/2I3W5vY Positive trend to # CleanTech still needs to be greatly accelerated to achieve # ParisAgreement # climate goals pic.twitter.com/st1yUJ0t2q",,@,# # # # # #,1010861952111972352,https://twitter.com/UNFCCC/status/1010861952111972352
423,UN Climate Change,UNFCCC,2018-06-18 11:24,97,107,"Follow the Petersberg Climate Dialogue in Berlin, 18 and 19 June 2018, via live webcast: http://www.bmu.de/en/livestream # Talanoa4ambition # ParisAgreementpic.twitter.com/shdDHgpz8b",,,# #,1008626476252651520,https://twitter.com/UNFCCC/status/1008626476252651520
424,UN Climate Change,UNFCCC,2018-06-12 14:37,130,133,". @ WWF launches new initiative to urge businesses, cities, regions and citizens to ensure that the agricultural sector delivers up to 30% of the climate solutions needed by 2030 http://goo.gl/F4iRXz # ParisAgreement # GCAS2018pic.twitter.com/sM3HyuMA8I",,@,# #,1006500816746958848,https://twitter.com/UNFCCC/status/1006500816746958848
425,UN Climate Change,UNFCCC,2018-06-11 18:28,225,317,. @ Pontifex urges the oil industry to switch to # cleanenergy to avoid climate disaster https://bit.ly/2HIflzi 80% of fossil fuel reserves need to be kept underground for the world to reach the goal of the # ParisAgreementpic.twitter.com/rFa2vAmHiw,,@,# #,1006196410730143745,https://twitter.com/UNFCCC/status/1006196410730143745
426,UN Climate Change,UNFCCC,2018-06-09 10:18,91,191,The Empire State Building in New York lit up blue on 8 June for # WorldOceansDay to call attention to the need to end the massive pollution which is harming our seas. @ WMO and @ ClimateCentral have the # climate angle covered >> http://bit.ly/2xWtJ7i Pic via @ GlobalGoalsUNpic.twitter.com/YmFyrhciED,,@ @ @,# #,1005348446071599104,https://twitter.com/UNFCCC/status/1005348446071599104
427,UN Climate Change,UNFCCC,2018-06-08 15:23,260,224,"On # WorldOceanDay, @ WMO highlights the crucial role of oceans for a stable # climate https://bit.ly/2xWtJ7i The ocean stores more than 90% of excess heat trapped by greenhouse gases, but its capacity to store heat is diminishing # COP24pic.twitter.com/57QT2WfdLq",,@,# # #,1005062824798941184,https://twitter.com/UNFCCC/status/1005062824798941184
428,UN Climate Change,UNFCCC,2018-06-07 23:15,137,176,"It’s time for all businesses to fully get behind the # ParisAgreement and turn up # ClimateAction. Here’s how you can # StepUp2018 as a company and participate in the Global Climate Action Summit, co-chaired by our head @ PEspinosaC http://bit.ly/2xOaJHX # GCAS2018pic.twitter.com/EPjJ0gzvmg",,@,# # # #,1004819225914068992,https://twitter.com/UNFCCC/status/1004819225914068992
429,UN Climate Change,UNFCCC,2018-06-07 18:29,306,296,"The global ocean conveyor belt, which helps regulate our # climate, is slowing. See useful @ climatecentral article for # WorldOceansDay on why this is happening and why it matters >> https://buff.ly/2Lp9j8C (Via @ WMO)pic.twitter.com/ELnH43NvSD",,@ @,# #,1004747243533033472,https://twitter.com/UNFCCC/status/1004747243533033472
430,UN Climate Change,UNFCCC,2018-06-04 09:46,96,124,Today marks 100 days to the Global Climate Action Summit (co-chaired by our @ PEspinosaC) and # WorldEnviromentDay. Share your favorite solutions from around the world with the hashtag # GCAS2018 http://bit.ly/2tNiLOg # StepUp2018pic.twitter.com/UzOmPf22fr,,@,# # #,1003528496415760390,https://twitter.com/UNFCCC/status/1003528496415760390
431,UN Climate Change,UNFCCC,2018-06-02 09:02,96,147,"# G7 needs to provide a clear signal for # ClimateAction, says the @ UN's top # climate official @ PEspinosac ahead of # G7Charlevoix Summit http://bit.ly/2kwq6eR # COP24 # ParisAgreement # GlobalGoalspic.twitter.com/fTsnDsBlck",,@ @,# # # # # # #,1002792644991442945,https://twitter.com/UNFCCC/status/1002792644991442945
432,UN Climate Change,UNFCCC,2018-06-01 12:41,334,383,See 7 examples of how countries are ramping up their climate efforts as a result of the # ParisAgreement https://bit.ly/2LKeBfY Announcements over last 12 months demonstrate increase in # ClimateAction - via @ WorldResourcespic.twitter.com/rGZ32aXhzR,,@,# #,1002485400781410306,https://twitter.com/UNFCCC/status/1002485400781410306
433,UN Climate Change,UNFCCC,2018-05-29 15:27,242,251,"Plastic stir sticks, made from oil and gas, end up in the ocean says @ UN Climate Chief @ PEspinosaC https://bit.ly/2IZkMvb If we don’t # BeatPlasticPollution there will be more plastic than fish in the ocean by 2050pic.twitter.com/5iLDYMXsS4",,@ @,#,1001439956148072450,https://twitter.com/UNFCCC/status/1001439956148072450
434,UN Climate Change,UNFCCC,2018-05-28 16:03,103,130,"In the transformation to low carbon and climate resilience that our world requires, technology plays a key role says @ UN climate chief @ PEspinosaC. Read about our Thematic Dialogue on Incubators and Accelerators >> https://bit.ly/2L1kTGU @ UNFCCC_CTCNpic.twitter.com/qFkK5LByRo",,@ @ @,,1001086480855568384,https://twitter.com/UNFCCC/status/1001086480855568384
435,UN Climate Change,UNFCCC,2018-05-22 15:04,73,109,"Today public and private leaders will meet at # Innovate4Climate in Frankfurt to discuss # climatefinance, climate investment and climate markets https://bit.ly/2pa2xwB There is an urgent need to scale up finance to meet the objectives of the # ParisAgreementpic.twitter.com/XwN7tGbsA4",,,# # #,998897329435545600,https://twitter.com/UNFCCC/status/998897329435545600
436,UN Climate Change,UNFCCC,2018-05-21 19:00,70,78,Take part in the Global Youth Climate Video Competition to highlight the # ClimateAction of young people around the world https://bit.ly/2Ini0mm Winners will be invited to # COP24 in Katowice to present their work and be part of our team # ACEnowpic.twitter.com/wLnYKxR59K,,,# # #,998594265147060224,https://twitter.com/UNFCCC/status/998594265147060224
437,UN Climate Change,UNFCCC,2018-05-16 18:56,41,81,Experts gathered during the recent @ UN Climate Conference in Bonn to discuss the benefits of the # CircularEconomy https://bit.ly/2GphQWm Technical and business innovation is crucial to achieve the # ParisAgreement goals # SB48Bonnpic.twitter.com/10rloRMKsE,,@,# # #,996781359212519424,https://twitter.com/UNFCCC/status/996781359212519424
438,UN Climate Change,UNFCCC,2018-05-16 13:28,101,134,"Join the online course “The # ParisAgreement on Climate Change as a Development Agenda”, starting 15 June https://bit.ly/2L3EBTa Explore the many linkages between # ClimateChange and the # GlobalGoals @ UNSSCpic.twitter.com/LKorCQKoTP",,@,# # #,996698866912321537,https://twitter.com/UNFCCC/status/996698866912321537
439,UN Climate Change,UNFCCC,2018-05-14 12:13,104,132,The impacts of # ClimateChange require us to intelligently plan our land use & development https://bit.ly/2wDBJtd @ OECScommission & the climate community celebrate # ClimateChangeDay to shine a light on Eastern Caribbean # ClimateResiliencepic.twitter.com/A0hbG7J6EY,,@,# # #,995955301982580736,https://twitter.com/UNFCCC/status/995955301982580736
440,UN Climate Change,UNFCCC,2018-05-13 22:11,132,204,The need for more public information and engagement proved to be a clear point of agreement at the latest round of @ UN climate talks that ended in Bonn this week http://bit.ly/2IcXd1r # SB48Bonn # ACEnow # TalanoaDialoguepic.twitter.com/5n7B0WSwxQ,,@,# # #,995743394558341122,https://twitter.com/UNFCCC/status/995743394558341122
441,UN Climate Change,UNFCCC,2018-05-12 18:20,51,70,# GenderEquality is crucial for # ClimateAction https://bit.ly/2KbQSnl Global experts gathered at the UN # SB48Bonn Climate Conference to step up action on # gender and # ClimateChange with a series of workshops & dialoguespic.twitter.com/KeE4ajRPRG,,,# # # # #,995322708169805827,https://twitter.com/UNFCCC/status/995322708169805827
442,UN Climate Change,UNFCCC,2018-05-12 10:09,81,87,"Going to the @ UN Climate Change Conference in Katowice, Poland, in December of this year? http://bit.ly/2JZHGSY The incoming Polish # COP24 Presidency gave a useful presentation on logistics this past week at # SB48Bonn # ParisAgreementpic.twitter.com/0Mz436ywCv",,@,# # #,995199143143325698,https://twitter.com/UNFCCC/status/995199143143325698
443,UN Climate Change,UNFCCC,2018-05-11 12:33,250,245,"On # WorldMigratoryBirdDay, remember that # ClimateChange is one of the greatest threats to the survival of migratory birds worldwide https://bit.ly/2IfN3gj Climate change is altering the seasonal clock that birds rely on to mate & raise healthy offspring @ WMBD Video via @ Newsypic.twitter.com/tJxgLBV4FL",,@ @,# #,994873194715721728,https://twitter.com/UNFCCC/status/994873194715721728
444,UN Climate Change,UNFCCC,2018-05-10 17:58,107,142,UNFCCC PRESS RELEASE: Urgency Underlined as Bonn Climate Talks Close https://bit.ly/2KRiH5v # SB48Bonn # Talanoa4ambition # ParisAgreementpic.twitter.com/jfVQDCqs3d,,,# # #,994592454182670337,https://twitter.com/UNFCCC/status/994592454182670337
445,UN Climate Change,UNFCCC,2018-05-10 14:40,39,76,"The @ UN's top # climate official @ PEspinosaC on # SB48Bonn: We have had a satisfactory meeting, but we need to be clear that we have a lot of work in the months ahead and we need to increase the pace of work to achieve a good outcome at # COP24 in Katowicepic.twitter.com/8Z8DBj02U6",,@ @,# # #,994542746101837824,https://twitter.com/UNFCCC/status/994542746101837824
446,UN Climate Change,UNFCCC,2018-05-10 14:29,58,111,Closing press conference of the @ UN Climate Change Conference # SB48Bonn has started. Live webcast: https://bit.ly/2ry9S7T @ UNpic.twitter.com/cijDUqbh7x,,@ @,#,994539893358579712,https://twitter.com/UNFCCC/status/994539893358579712
447,UN Climate Change,UNFCCC,2018-05-10 09:18,150,195,"Taking a clear view of the state of the planet’s climate, leading investors and companies have begun transitioning to low carbon economy and adopting # ScienceBasedTargets in line with the # ParisAgreement http://bit.ly/SBTinvestors # SB48Bonn # GCAS2018pic.twitter.com/F1XyzRhGEW",,,# # # #,994461724723040256,https://twitter.com/UNFCCC/status/994461724723040256
448,UN Climate Change,UNFCCC,2018-05-09 12:19,50,79,"Discussions on on gender-inclusive # climate policy are ongoing now at # SB48Bonn, with both men and women aiming to tackle # ClimateChange & promote # GenderEquality https://bit.ly/2ruod66 Tune into the live webcast of the Gender Workshoppic.twitter.com/Ap5roY1MeQ",,,# # # #,994144865456975872,https://twitter.com/UNFCCC/status/994144865456975872
449,UN Climate Change,UNFCCC,2018-05-08 13:15,60,72,Are you a young person engaged in # ClimateAction? Tune into the launch of the @ UN Climate Change Global Youth Video Competition at 13:30 CEST via webcast https://bit.ly/2HY3DFx or via TVE: http://biomovies.tve.org # ACEnowpic.twitter.com/AsUFO1Bzpg,,@,# #,993796593852780544,https://twitter.com/UNFCCC/status/993796593852780544
450,UN Climate Change,UNFCCC,2018-05-08 12:44,50,86,The 6th Action for Climate Empowerment ( # ACENow) Dialogue kicks off today with a focus on public awareness & participation in # ClimateChange issues https://bit.ly/2IkDCQa Tune into the live webcast today at 16:00 CEST Bonn Time # ParisAgreement # SB48Bonnpic.twitter.com/aHRfEbf3Yl,,,# # # #,993788615032492033,https://twitter.com/UNFCCC/status/993788615032492033
451,UN Climate Change,UNFCCC,2018-05-07 12:01,53,96,. @ Allianz supports transition towards the low-carbon economy and # ParisAgreement goals with new # climate protection package https://bit.ly/2JRxxHZ # ScienceBasedTargets @ sciencetargets # GCAS2018 # SB48Bonnpic.twitter.com/a43HsPZTvG,,@ @,# # # # #,993415517863018496,https://twitter.com/UNFCCC/status/993415517863018496
452,UN Climate Change,UNFCCC,2018-05-05 12:29,36,68,"The # ACENow Workshop brought together negotiators, global youth & more at the @ UN # Sb48Bonn # Climate Conference https://bit.ly/2JToI0h The groups worked together to find ways the # ParisAgreement can boost # education, engagement, and awareness # GlobalGoalspic.twitter.com/vhEz2CGqa8",,@,# # # # # #,992697825082400768,https://twitter.com/UNFCCC/status/992697825082400768
453,UN Climate Change,UNFCCC,2018-05-04 21:33,266,300,Did you know that ~ 9 out of 10 people in the world breath contaminated air? We need to take immediate action to protect peoples health AND save the # climate http://bit.ly/2rhjxQW # ParisAgreement # SB48Bonn # Talanoa4ambitionpic.twitter.com/KctzTzQKrS,,,# # # #,992472253085487109,https://twitter.com/UNFCCC/status/992472253085487109
454,UN Climate Change,UNFCCC,2018-05-04 12:11,59,70,"The # Talanoa4ambition Dialogue is an important international conversation around ambition to fight # ClimateChange now, before 2020 & beyond https://bit.ly/2KyJeEF Crucial to the goals of the # ParisAgreement, Talanoa is central to climate talks being held at # SB48Bonnpic.twitter.com/uSDRnzjYee",,,# # # #,992330864997666816,https://twitter.com/UNFCCC/status/992330864997666816
455,UN Climate Change,UNFCCC,2018-05-03 11:46,86,113,'Umbrella in a hurricane': @ UN climate chief @ PEspinosaC says funding for # ClimateAction is far too low https://reut.rs/2KwV1n5 Funds required to transition from # fossilfuels to # cleanenergy & to protect people from worsening effects of extreme weather @ Reuters # BonnSB48Bonnpic.twitter.com/vwY9JWgvri,,@ @ @,# # # #,991962163832074241,https://twitter.com/UNFCCC/status/991962163832074241
456,UN Climate Change,UNFCCC,2018-05-02 14:49,74,71,"Organizers of the Global Climate Action Summit # GCAS2018 taking place this September in San Francisco provide new evidence of how cities, states, regions, businesses and investors are taking climate ambition to the next level. Read about it: https://bit.ly/2HHIuiJ # SB48Bonnpic.twitter.com/kylhdObkyB",,,# #,991645931991896065,https://twitter.com/UNFCCC/status/991645931991896065
457,UN Climate Change,UNFCCC,2018-05-02 14:41,79,81,". @ Nick_Nuttall: 2018 is the year when the world must step up climate action to bend down emissions by 2020 - and set the stage for the fast and full implementation of the # ParisAgreement and its crucial temperature goal."" # SB48Bonn # GCAS2018pic.twitter.com/ywDL6hJBBe""",,@,# # #,991643753634033665,https://twitter.com/UNFCCC/status/991643753634033665
458,UN Climate Change,UNFCCC,2018-05-02 12:06,48,63,"For announcements on the 2018 Global Climate Action Summit & momentum behind industries, finance, regions, & cities acting on # climate, tune into today’s briefing http://bit.ly/2KsrHOD Event is open to # SB48Bonn delegates & media + webcast live at 13:15 CEST # GCAS2018pic.twitter.com/9yCupdJibD",,,# # #,991604743394025473,https://twitter.com/UNFCCC/status/991604743394025473
459,UN Climate Change,UNFCCC,2018-04-30 19:21,70,106,Missed the opening press conference of @ UN Climate Conference # SB48Bonn today? You can watch it here: https://bit.ly/2r8Ilue With the UN's climate chief @ PEspinosaC and Fijian @ COP23 chief negotiator @ LukeDaunivalupic.twitter.com/Gmy27E1VO9,,@ @ @ @,#,990989417610465283,https://twitter.com/UNFCCC/status/990989417610465283
460,UN Climate Change,UNFCCC,2018-04-30 17:57,53,76,See photo highlights from the first day of the @ UN # SB48Bonn Climate Change Conference # Talanoa4ambition on our @ Flickr account >> https://bit.ly/2KpQ6En pic.twitter.com/ZNUojLToqH,,@ @,# #,990968379526787073,https://twitter.com/UNFCCC/status/990968379526787073
461,UN Climate Change,UNFCCC,2018-04-30 14:37,44,54,"I appeal for maximum progress on work at these sessions. The # COP24 President if fully focused on achieving the work programme of the # ParisAgreement. Any delay will only delay the overall response to the climate crisis"" - @ COP23 Chief Negotiator @ LukeDaunivalu at # SB48Bonnpic.twitter.com/MGinfixsgV""",,@ @,# # #,990918114169716739,https://twitter.com/UNFCCC/status/990918114169716739
462,UN Climate Change,UNFCCC,2018-04-30 13:56,120,90,"From villages to mega cities, human settlements are facing major # climate risks. New @ UN report outlines practical ways of adapting to # climatechange impacts such as increased flooding or intensifying storms http://bit.ly/2I1p5IY # SB48Bonnpic.twitter.com/tBsOL1JnYK",,@,# # #,990907625658298370,https://twitter.com/UNFCCC/status/990907625658298370
463,UN Climate Change,UNFCCC,2018-04-30 12:40,30,62,The energy & # innovation of youth are crucial to tackle # climate challenges https://bit.ly/2r9FDoB The # ACEYouth Forum brought together young climate leaders from around the world to discuss # ClimateAction & public awareness # SB48Bonn # Talanoa4ambitionpic.twitter.com/XvzypvWefU,,,# # # # # #,990888517080375297,https://twitter.com/UNFCCC/status/990888517080375297
464,UN Climate Change,UNFCCC,2018-04-29 19:23,69,101,"“Youth, you are the leaders of the future! You are crucial to take climate action. There is no other way to achieve the goals of the Paris Agreement” - Mr. @ TChruszczow, COP 24 Champion, at the # ACEYouthForum2018 # ACEYouth # ACENowpic.twitter.com/11EBuJPzMJ",,@,# # #,990627698136551425,https://twitter.com/UNFCCC/status/990627698136551425
465,UN Climate Change,UNFCCC,2018-04-29 11:27,50,70,Youth from around the world are in Bonn for # ACEYouth Forum - Action for Climate Empowerment - check out @ Momentum_UNFCCC Live Facebook: https://bit.ly/2r8uuUe # SB48Bonnpic.twitter.com/xq9UbffIpu,,@,# #,990507734176018433,https://twitter.com/UNFCCC/status/990507734176018433
466,UN Climate Change,UNFCCC,2018-04-28 17:07,66,102,"Young people are bringing energy & urgency to the # climate conversation http://aceyouthforum.org At the # ACEYouth Forum this Sunday, youth from around the world engaging in # ClimateAction will collaborate to move the needle on # ClimateChange # GlobalGoals # ACENow # SB48Bonnpic.twitter.com/eWDWxgDuov",,,# # # # # # #,990231012650176513,https://twitter.com/UNFCCC/status/990231012650176513
467,UN Climate Change,UNFCCC,2018-04-28 11:47,69,155,People attending the next @ UN # climatechange conference in Bonn have a great opportunity to # WalkTheTalk by reducing their own # climate footprint. We explain how to make # SB48Bonn a sustainable conference http://bit.ly/2vWaHgp pic.twitter.com/1wItUaLPGd,,@,# # # #,990150480658608128,https://twitter.com/UNFCCC/status/990150480658608128
468,UN Climate Change,UNFCCC,2018-04-28 10:38,60,68,# ClimateChange is ruining our planet – get the picture? https://bit.ly/2HSbBfZ These stunning @ NASA images visualize the changing climate’s vast impact on our home pic.twitter.com/MwH6moHZSn,,@,#,990133011206176768,https://twitter.com/UNFCCC/status/990133011206176768
469,UN Climate Change,UNFCCC,2018-04-27 17:36,106,111,# ClimateChange poses an “incredible risk” to our cities https://bit.ly/2HxlHCc @ UN Climate Chief @ PEspinosaC urged immediate & decisive # ClimateAction in order to ensure the survival of the world’s urban areas at the 2018 @ ICLEI_ResCities Forum # Talanoa4ambitionpic.twitter.com/lM8lxqNhOj,,@ @ @,# # #,989875874307694592,https://twitter.com/UNFCCC/status/989875874307694592
470,UN Climate Change,UNFCCC,2018-04-27 13:11,204,211,“We no longer have the luxury of time.” https://tmsnrt.rs/2HudrH4 @ UN Climate Chief @ PEspinosaC describes the escalating # climate crisis and the importance of # ResilientCities in her new interview with @TR_Foundationpic.twitter.com/evSZd6Nx62,,@ @ @TR_Foundationpic,# #,989809185561948161,https://twitter.com/UNFCCC/status/989809185561948161
471,UN Climate Change,UNFCCC,2018-04-26 12:39,107,142,"The latest @ UN Climate Change Conference starts 30 April in Bonn! https://bit.ly/2r0DMm1 Learn how to participate virtually in the meeting, with the key hashtags # SB48Bonn and # Talanoa4ambitionpic.twitter.com/RKqcaZxwAv",,@,# #,989438787410423809,https://twitter.com/UNFCCC/status/989438787410423809
472,UN Climate Change,UNFCCC,2018-04-24 17:52,96,128,". @ WellsFargo commits to invest $200 billion in # ClimateAction & # sustainability by 2030, focused in # renewables & clean tech https://bit.ly/2Fg16k0 Increased climate ambition from global financial sectors is crucial to meet # ParisAgreement objectives # Talanoa4ambition # SB48Bonnpic.twitter.com/72Zu0ZNtFC",,@,# # # # # #,988792762727305216,https://twitter.com/UNFCCC/status/988792762727305216
473,UN Climate Change,UNFCCC,2018-04-23 13:26,78,142,"Young people are bringing energy & urgency to the # climate conversation https://aceyouthforum.org/ At the # ACEYouth Forum this Sunday, youth from around the world engaging in # ClimateAction will collaborate to move the needle on # ClimateChange # GlobalGoals # ACENowpic.twitter.com/AgAf3QtEUh",,,# # # # # #,988363518117318656,https://twitter.com/UNFCCC/status/988363518117318656
474,UN Climate Change,UNFCCC,2018-04-22 14:25,503,831,"How much do you know about # ClimateChange? https://bit.ly/2HH7822 This # EarthDay, take this # climate quiz and get informed about how we can contribute to a more # sustainable planet # GlobalGoalspic.twitter.com/fCEk03bIX1",,,# # # # #,988015810479259649,https://twitter.com/UNFCCC/status/988015810479259649
475,UN Climate Change,UNFCCC,2018-04-19 12:52,106,132,"Accounting for 5-6% of global # emissions, the cement industry must raise its climate ambitions to achieve # ParisAgreement goals https://bit.ly/2vuNMZi @WorldCementAssoc President calls for all # cement stakeholders to step up # ClimateAction before it is too late # Talanoa4ambitionpic.twitter.com/q7mSTKp5Rf",,@WorldCementAssoc,# # # # #,986905397536743424,https://twitter.com/UNFCCC/status/986905397536743424
476,UN Climate Change,UNFCCC,2018-04-18 16:01,83,202,Offset your # CarbonEmissions and score a winning goooooaaaal against # ClimateChange! https://bit.ly/2HdtkxD @ FIFAWorldCup has partnered with @ UN Climate Change encouraging ticket holders to reduce their climate impact and increase their # ClimateAction # CNNowpic.twitter.com/cJ38Gt8US8,,@ @,# # # #,986590569265795072,https://twitter.com/UNFCCC/status/986590569265795072
477,UN Climate Change,UNFCCC,2018-04-17 09:06,259,357,"Fiji's youngest # climate ambassadors have seen the effects of # ClimateChange firsthand, and shared their stories at # COP23 https://bit.ly/2GYeqec Join their call for # ClimateAction ambition through the # Talanoa Dialogue at the upcoming UN Climate Conference # SB48Bonnpic.twitter.com/n8nRUISyMv",,,# # # # # #,986123592474640384,https://twitter.com/UNFCCC/status/986123592474640384
478,UN Climate Change,UNFCCC,2018-04-16 15:14,109,128,We urgently need to ramp up ambition to achieve the # ParisAgreement's # climate goals. Check out all you need to know about # Talanoa4ambition at the upcoming @ UN # climatechange conference in Bonn: https://bit.ly/2GYeqec # SB48Bonn # GlobalGoalspic.twitter.com/QmU627m3Tw,,@,# # # # # #,985853850623053824,https://twitter.com/UNFCCC/status/985853850623053824
479,UN Climate Change,UNFCCC,2018-04-15 15:01,282,348,Good news: countries agree to at least halve shipping emissions by 50% in 2050. @ UN climate chief calls on nations to build on this achievement and use the review mechanism of the new @ IMOHQ climate strategy to step up ambition http://bit.ly/2IXkWCS # MEPC72 # ParisAgreementpic.twitter.com/13eLywFFeQ,,@ @,# #,985488155632529408,https://twitter.com/UNFCCC/status/985488155632529408
480,UN Climate Change,UNFCCC,2018-04-15 10:18,538,533,"“Climate change is still moving faster than we are,”- @ antonioguterres https://bit.ly/2HhhtBC The @ UN Secretary-General called for urgent action on # ClimateChange at the Boao Forum for Asia # Boao2018pic.twitter.com/3u1WlJpcXA",,@ @,# #,985416936057171969,https://twitter.com/UNFCCC/status/985416936057171969
481,UN Climate Change,UNFCCC,2018-04-14 15:38,61,118,". @ Apple is now running on 100% # CleanEnergy https://bit.ly/2GPsLh8 In order to meet global climate goals, industry must step up to # ClimateAction # Talanoa4ambitionpic.twitter.com/TuxIiOFfFs",,@,# # #,985135079008514048,https://twitter.com/UNFCCC/status/985135079008514048
482,UN Climate Change,UNFCCC,2018-04-12 20:04,109,141,"We need to invest in ambitious, integrated strategies and programmes in all sectors to turn Africa’s grave climate risks into a sustainable development opportunity, said @ PEspinosaC at the # AfricaClimateWeek http://bit.ly/2vdIaCK pic.twitter.com/HBFmE9IFAi",,@,#,984477284299149317,https://twitter.com/UNFCCC/status/984477284299149317
483,UN Climate Change,UNFCCC,2018-04-11 14:19,72,104,Building # ClimateResilience is an opportunity to build a better world for all https://bit.ly/2JCRK56 Executive Secretary of @ UN Climate Change @ PEspinosaC called on nations and stakeholders to utilize this opportunity at the closing ceremony of the fifth # NAPExpopic.twitter.com/c3pS08kQI6,,@ @,# #,984028232860225541,https://twitter.com/UNFCCC/status/984028232860225541
484,UN Climate Change,UNFCCC,2018-04-09 09:04,123,176,"The amount of # SolarPower added worldwide surged in 2017, far more than the additions of # FossilFuels https://bit.ly/2GD6C5B A new report by @UNEnvironment @ FrankfurtSchool - UNEP Centre underlines that # CleanEnergy makes sense for the # climate and the global economy pic.twitter.com/luiReAtgd9",,@UNEnvironment @,# # # #,983223986111692801,https://twitter.com/UNFCCC/status/983223986111692801
485,UN Climate Change,UNFCCC,2018-04-08 15:08,119,154,Are you taking # ClimateAction with an innovative project? Apply for the @ UN Climate Change Award @ Momentum_UNFCCC or tag someone you know who is creatively fighting # ClimateChange http://Momentum.unfccc.int pic.twitter.com/7j91ec0zVD,,@ @,# #,982953201916784640,https://twitter.com/UNFCCC/status/982953201916784640
486,UN Climate Change,UNFCCC,2018-04-07 09:44,117,152,"Countries need to chart an ambitious course limiting GHG # emissions from # shipping when they gather next week for a crucial meeting under the @ IMOHQ, says the @ UN’s top climate change official @ PEspinosaC http://bit.ly/2EqOOVd # MEPC72pic.twitter.com/3cIo2OOq89",,@ @ @,# # #,982509483963318272,https://twitter.com/UNFCCC/status/982509483963318272
487,UN Climate Change,UNFCCC,2018-04-06 12:15,99,170,Leading companies from around the world are taking up the # MahindraChallenge to set @ ScienceTargets before the Global Climate Action Summit in September https://bit.ly/2uONNH6 @ AnandMahindra @ WMBtweets @ GCAS2018pic.twitter.com/8IEiGkrrkh,,@ @ @ @,#,982185133540179968,https://twitter.com/UNFCCC/status/982185133540179968
488,UN Climate Change,UNFCCC,2018-04-05 14:55,101,175,. @ UN # ClimateChange is launching a webinar series today to support developing nations in reporting on their efforts to tackle # climate change. https://bit.ly/2GE2uhA Join the kick-off session today at 3 PM (CET) # ClimateAction # ParisAgreementpic.twitter.com/MCXq0jAVaw,,@,# # # #,981862768566521857,https://twitter.com/UNFCCC/status/981862768566521857
489,UN Climate Change,UNFCCC,2018-04-03 18:28,441,469,"If # ClimateAction ambitions are not raised, climate chaos will continue https://bit.ly/2Hbfg8F @ UN Secretary General @ antonioguterres has called on the global community to step up and tackle # ClimateChange # Talanoa4ambition # SB48Bonnpic.twitter.com/roNmIBuYfB",,@ @,# # # #,981191603149852672,https://twitter.com/UNFCCC/status/981191603149852672
490,UN Climate Change,UNFCCC,2018-03-29 16:10,106,145,# Africa sees the dangers of # ClimateChange as well as the opportunities that can come from cooperation & investment in ambitious # ClimateAction. That’s what # AfricaClimateWeek is all about” @ UN Climate Chief @ PEspinosaC ahead of first Africa Climate Week https://bit.ly/2Ie9L8k pic.twitter.com/mrwhExFXXI,,@ @,# # # #,979345118917484544,https://twitter.com/UNFCCC/status/979345118917484544
491,UN Climate Change,UNFCCC,2018-03-29 12:00,76,129,"We're gearing up for the next major @ UN Climate Change Conference, @ COP24 in Katowice, Poland, at the end of this year. See what it takes to prepare a COP!pic.twitter.com/QzHBKAIUmo",,@ @,,979282111638179840,https://twitter.com/UNFCCC/status/979282111638179840
