date,time,username,name,tweet,replies_count,retweets_count,likes_count,keyword,Label
2019-08-23,12:47:50,iraghislain,Ghislain Irakoze,"Honored to be among 100 Young Climate champions selected to attend the #UN youth climate Summit. 
 https://qz.com/1691978/un-youth-climate-summit-100-activists-to-receive-green-tickets/ …

Cc: @EnvironmentRw @UNDP_Rwanda https://twitter.com/UN/status/1163753792371867654 …",1,0,10,climate,0
2019-07-12,12:38:51,iraghislain,Ghislain Irakoze,"Taking nature as a template of #CircularEconomy. From green rooftops to sewage recycling, circular cities will be the epitome of Climate change mitigation.",1,1,1,climate,0
2019-05-23,13:44:11,iraghislain,Ghislain Irakoze,Yeah bro. Try my best.,0,1,1,climate,0
2019-05-02,15:38:58,iraghislain,Ghislain Irakoze,"It's great that you're bringing Connectivity and Cost-friendly Smart phones. In just 5-10 years, these mobile phones will become e-wastes, one of the major contributions to the climate change. How are you strategizing the take back of these e-wastes-to-be mobile phones, #Recyling",2,0,0,climate,0
2019-03-20,20:57:33,iraghislain,Ghislain Irakoze,"@Agnes_Kalibata the only Rwandan who made it on @apoliticalco's 100 World's most Influential People in climate policy. Her dedication to climate resisilient and Sustainable Agriculture is worth to be celebrated.

#RwOT @EnvironmentRw @NewTimesRwanda @IGIHE @RwandaGov https://twitter.com/apoliticalco/status/1108360039339823105 …",0,2,1,climate,0
2019-02-26,18:42:40,iraghislain,Ghislain Irakoze,"@GreenDrinksKGL kicks off with a presentation of Prudence from @NqtureRwanda, an NGO that empowers youth through climate mitigation programs.
#GreenDrinksKigali @DavidToovey #RwoT",1,1,2,climate,0
2019-01-11,12:34:13,iraghislain,Ghislain Irakoze,"It would be great if you made an estimation of avoided GHG, to measure the impact on Climate change. Other wise, you're on the right track. keep it up.",0,0,0,climate,0
2020-05-14,21:01:55,alexandriav2005,Alexandria Villaseñor,"Today I'm excited to be back together with @JayInslee's climate staffers, and serve on the Advisory Board for @EvergreenAction! This open-source climate policy platform will drive climate action. Check it out here:
 http://www.evergreenaction.com ",0,11,49,climate,0
2020-05-13,07:32:08,alexandriav2005,Alexandria Villaseñor,"Just like climate change, the coronavirus pandemic is disproportionately affecting POC and the most marginalized communities around the world.
⬇️
 https://www.google.com/amp/s/www.nytimes.com/2020/05/12/world/americas/latin-america-virus-death.amp.html …",0,21,47,climate,0
2020-05-09,09:56:45,alexandriav2005,Alexandria Villaseñor,"4/We need a new movement. A movement focused on redirecting the #COVIDー19 recovery into social justice and climate action. And finally we need to CARE. This isn't just a climate crisis, it's an apathy crisis and a selfishness crisis. We need to address them all.",14,27,179,climate,0
2020-05-09,09:46:56,alexandriav2005,Alexandria Villaseñor,"3/The pandemic has also made me wonder if we're going to let people die on masse from the climate crisis also. I mean, will we? I'm not seeing the rage I expected from the American people and 70k dead is just a start when it comes to what we've done to this planet. I'm crushed.",8,16,119,climate,0
2020-05-09,09:42:48,alexandriav2005,Alexandria Villaseñor,"2/I miss organizing and protesting. Why? Because awareness was growing and we were starting to see results! I feel like this pandemic has not only set the climate movement back years, but has given us a small glimpse of what to expect from climate change in the very near future.",4,10,89,climate,0
2020-05-02,03:14:43,alexandriav2005,Alexandria Villaseñor,"#ClimateStrikeOnline week 72.
Climate Strike.
Workers Strike.
Rent Strike.
GENERAL STRIKE.

Support them all.
#InternationalWorkersDay #MayDay2020
#EssentialWorkersDay pic.twitter.com/D3PUnihT3f",3,63,346,climate,0
2020-04-29,23:22:47,alexandriav2005,Alexandria Villaseñor,"Also on the @EarthUprisingMx Livestream tomorrow, @CamilaGColistro will be talking about climate action and climate policy in Mexico!  https://twitter.com/AlexandriaV2005/status/1255603111873310720 …",0,6,19,climate,0
2020-04-22,19:43:01,alexandriav2005,Alexandria Villaseñor,"5. Lobby your community for climate education in schools and other spaces
6. Volunteer for a climate organization!
7. Reach out and build relationships, strengthen old ones and build new ones.
8. Connect with nature (outside if you can, but also inside through books and video's)",3,15,46,climate,0
2020-04-22,19:21:42,alexandriav2005,Alexandria Villaseñor,"Today I was supposed to be in Washington, DC for #EarthDay50, but humanity had other plans. I think the greatest strength of the climate movement is it's ability to transform itself and keep going under all circumstances!  https://twitter.com/Marissa_Jae/status/1252969677556457474 …",1,12,54,climate,0
2020-04-22,19:01:16,alexandriav2005,Alexandria Villaseñor,And here is the U.S. Climate Strike Coalition's #EarthDayLive event. Lot's of music y'all - https://www.earthdaylive2020.org/?utm_source=google&utm_medium=search&utm_campaign=general_search&tracking=search …,1,0,18,climate,0
2020-04-22,18:50:27,alexandriav2005,Alexandria Villaseñor,"Earth Day is also about women, so join me and @UN_Women on their Instagram account starting at 10am talking about gender equality and climate!
 https://medium.com/@UN_Women/advice-from-activists-how-covid-19-is-changing-climate-activism-for-young-women-bb842f927415 …",1,20,64,climate,0
2020-04-22,18:40:09,alexandriav2005,Alexandria Villaseñor,"Humor helps get us through difficult times. So get laughing with some #ClimateComedy at the ""Stand Up for Climate Change Comedy Show""
 https://insidethegreenhouse.org/event/stand-climate-change-april-22 …",1,3,11,climate,0
2020-04-17,23:39:45,alexandriav2005,Alexandria Villaseñor,"My friend Anisa Nanavati, who lives in Tampa, Florida, talks about the climate denial in her community and what she's doing about it!  https://twitter.com/acespace/status/1251262730536800257 …",2,15,64,climate,0
2020-04-13,17:33:40,alexandriav2005,Alexandria Villaseñor,"Incrementalism won't solve the climate crisis, inequality or Covid19.
We don't win by inching along with little gains that are eventually lost anyway.

We have to turn the entire system upside down because We. Don't. Have. Time.",3,24,145,climate,0
2020-04-11,10:15:24,alexandriav2005,Alexandria Villaseñor,"School strike week 70...#ClimateStrikeOnline w/@fff_digital.
This has been a difficult week. People are dying from #Covid_19. It didn't have to be this way. I'm afraid of our political future & I feel like we've abandoned climate action. We're better than this. Where do we start?  pic.twitter.com/riewVSHGSE",19,80,370,climate,0
2020-04-02,11:14:47,alexandriav2005,Alexandria Villaseñor,"Thank you @NaturalAwakeMag
for keeping climate activism alive during this time!
Climate Warriors Unite: A Call to Action  https://www.naturalawakenings.com/2020/03/31/304973/climate-warriors-unite-a-call-to-action#.XoWszx-TzAo.twitter …",3,40,130,climate,0
2020-03-28,07:19:08,alexandriav2005,Alexandria Villaseñor,"School strike week 68.
#ClimateStrikeOnline for safety. Because I'm still sick, I know I need to stay inside to keep others safe! Our digital strike is intended to flood social media with our posts, so no one forgets about the climate & ecological crisis while we fight #COVID19! pic.twitter.com/tAWjJmRf80",32,176,823,climate,0
2020-03-26,22:29:31,alexandriav2005,Alexandria Villaseñor,"Remember when the U.S. ignored climate scientists because they weren't on the front lines of climate change (unlike the global south)? I think they thought that strategy would work for pandemics too
 https://www.nytimes.com/2020/03/26/health/usa-coronavirus-cases.html …",7,42,159,climate,0
2020-03-20,17:40:50,alexandriav2005,Alexandria Villaseñor,It's really concerning that we are in the middle of a pandemic #Covid_19  and the paid anti-climate bots/trolls are still insulting and threatening children on Twitter today.,1,23,134,climate,0
2020-03-18,23:12:35,alexandriav2005,Alexandria Villaseñor,"Hi everyone,
We need to be aware that the climate crisis is happening right alongside the #coronavirus crisis. Climate change will make #COVID19 worse when people have to react to disasters like this. https://twitter.com/SumakHelena/status/1240311369779511296 …",6,109,266,climate,0
2020-03-16,06:16:25,alexandriav2005,Alexandria Villaseñor,"Dear young people,
We're always saying we want older people to care about the climate, even though they won't be here to live it. So let's show older people we care about the life they are living by not getting them sick.
#SocialDistancing https://twitter.com/saoi4climate/status/1239186366157725696 …",11,150,636,climate,0
2020-03-16,06:04:02,alexandriav2005,Alexandria Villaseñor,"One year ago was the first global climate strike on March 15, 2019. I'm so grateful for this past year and thankful for the people I've met & the work I've been able to do. I'm also looking to the future. We started something back then that won't stop until we get #ClimateAction! pic.twitter.com/xXVeQRfOG9",0,15,111,climate,0
2020-03-16,02:55:50,alexandriav2005,Alexandria Villaseñor,Stutter? no it's that he doesn't know what he's talking about. If he understood climate he'd have Bernie's plan. If he understood the coronavirus he'd be for #MFA. instead he's making it up as he goes and it shows.,3,0,0,climate,0
2020-03-12,17:48:35,alexandriav2005,Alexandria Villaseñor,"1. We can take this time to organize for the future, make signs & artwork, write our climate stories and #DigitalStrike. I think what is happening in society with the #coronavirus is a glimpse into the future of climate change. We activists have a lot to learn from this moment.",3,11,65,climate,0
2020-03-10,22:40:13,alexandriav2005,Alexandria Villaseñor,"SO cool to be in the #Grist50 w/ @JeromeFosterII @jnoisecat @leahstokes @GeoffreySupran 
what they wrote is funny tho
""2020 is going to be a big year for climate action"" says Villaseñor. Meanwhile, she'll have another big challenge to face: starting high school""
Yep yep true that  https://twitter.com/grist/status/1237418513746272256 …",8,21,147,climate,0
2020-03-10,00:30:08,alexandriav2005,Alexandria Villaseñor,"Today I feel like the world is in free fall. So many events I had planned are being cancelled & I'm staying inside. People are freaking out about their bank accounts. Politics look bleak. Climate change is here.

Maybe this is the revolution.",33,58,574,climate,0
2020-03-09,08:19:07,alexandriav2005,Alexandria Villaseñor,"And finally the caring, smart, strong, persistent, badass women who I call family. My Aunt @caslk, my sisters @Raiyna_Ashley & Merrin, my bf Maddy, my climate moms @ccthomson @bethanyandrufus Monica (@dannyhanson49) my Grandma Donna and my MOM @ClimateKristin.
I ❤ you all.",3,3,33,climate,0
2020-03-09,07:57:04,alexandriav2005,Alexandria Villaseñor,The writers and journalists...@NaomiAKlein @MaryHeglar @DrKWilkinson @emorwee @ClimatePsych @MargaretAtwood thank you for teaching me how to communicate climate in so many different ways!,2,2,24,climate,0
2020-03-09,07:48:58,alexandriav2005,Alexandria Villaseñor,First the scientists. You are so awesome @KHayhoe @DrKateMarvel @ayanaeliza @huprice @bethsawin and so many other women climate scientists who have mentored and taught me!,2,2,28,climate,0
2020-03-07,00:17:30,alexandriav2005,Alexandria Villaseñor,"WEEK 65 #ClimateStrike at the @UN!
Women are disproportionately affected by the climate crisis. On this #InternationalWomensDay we're striking for #WomensRights AND #ClimateAction!
Thank you so much @_Mary_Ellis for being here today ❤ pic.twitter.com/RhJ1TA5yXw",68,320,1940,climate,0
2020-03-05,19:49:01,alexandriav2005,Alexandria Villaseñor,"4/Now, we all have to come together and support a candidate who will beat our climate-denier in the White House. This election is IT for the climate and WE ARE OUT OF TIME!",2,8,71,climate,0
2020-03-05,19:46:09,alexandriav2005,Alexandria Villaseñor,"3/It's my hope that whoever our candidate is, they adopt her climate plans! I mean, the people who worked on @JayInslee's awesome climate plans, also worked with Liz.",1,7,62,climate,0
2020-03-05,19:43:52,alexandriav2005,Alexandria Villaseñor,"2/She wasn't contacting me for my endorsement, she was just contacting me because she cared. I was also honored to be asked to give my opinion on her climate plans, and people, she has some kick-ass totally detailed climate plans. I mean, we need a #BlueNewDeal.",2,8,79,climate,0
2020-03-05,00:12:58,alexandriav2005,Alexandria Villaseñor,we can't afford to Biden our time on the climate crisis!,11,62,436,climate,0
2020-03-04,01:23:51,alexandriav2005,Alexandria Villaseñor,"The best way to be an ADULT ALLY to the youth climate movement is to...VOTE!
#SuperTuesday #supertuesday2020",2,36,171,climate,0
2020-03-03,03:17:06,alexandriav2005,Alexandria Villaseñor,Centrism is bad for the climate.,22,237,1088,climate,0
2020-02-20,01:50:18,alexandriav2005,Alexandria Villaseñor,"It's Model U.N. time!  Now let's make some climate policy!
@Montessori_MUN pic.twitter.com/ZLKfDvFnM0",4,16,111,climate,0
2020-02-19,21:03:42,alexandriav2005,Alexandria Villaseñor,my friends at @ThisIsZeroHour are going on climate tour!  https://twitter.com/ThisIsZeroHour/status/1230207388583464962 …,2,23,96,climate,0
2020-02-19,08:23:40,alexandriav2005,Alexandria Villaseñor,"maybe have climate deniers taste climate change?
just a thought...🤦🏽‍♀️  https://twitter.com/MichaelEMann/status/1229993758105591808 …",11,12,103,climate,0
2020-02-19,00:37:08,alexandriav2005,Alexandria Villaseñor,I'm with the amazing climate fiction novelist Kim Stanley Robinson! Thank you @Revkin! We're imagining sustainable futures here tonight with the @BrownInstitute at @columbiajourn! pic.twitter.com/JlkKhxLDI8,9,20,139,climate,0
2020-02-18,03:01:51,alexandriav2005,Alexandria Villaseñor,We need POLLUTERS OUT of our climate policymaking processes! Join the action March 20th!  https://twitter.com/AyishaSiddiqa12/status/1229512465395875847 …,10,35,163,climate,0
2020-02-17,19:20:54,alexandriav2005,Alexandria Villaseñor,this is why we have to act NOW on the climate crisis. it's accelerating and disrupting our planet more every day.  https://twitter.com/Hannah_RM/status/1229177961779208192 …,1,25,100,climate,0
2020-02-15,02:05:15,alexandriav2005,Alexandria Villaseñor,"Tonight I told the @YouthAssembly about  http://ChildrenVsClimateCrisis.org 
""This case is intended to challenge ideas of national sovereignty, and bring awareness to the global, interconnected nature of the climate emergency""
@FriendshipAmbas #YA25 @UNESCO @UNIDO @globalcompact #SDGs pic.twitter.com/IAUojz00Eb",1,18,76,climate,0
2020-02-14,04:13:46,alexandriav2005,Alexandria Villaseñor,"so if I haven't told you...Half Moon Bay, CA is my fav place EVER & it was great with Alexis Bechtol @LeviStraussCo Michael Millstein, Isha Clarke @Y_Vs_A @havenruthie Anna Walker & @xiuhtezcatl!
Tomorrow I'm at the @YouthAssembly with @FriendshipAmbas & the climate work goes on!  pic.twitter.com/S8tNj3OIpm",2,13,55,climate,0
2020-02-12,17:40:42,alexandriav2005,Alexandria Villaseñor,"great article about ""system change not climate change""!

""What is needed..is systems-level thinking about what is truly adaptive for society, and research on the dynamics that lead people to change entire systems through transformational actions""

 https://news.osu.edu/adapting-to-climate-change-were-doing-it-wrong/ …",8,135,378,climate,0
2020-02-11,21:25:13,alexandriav2005,Alexandria Villaseñor,"now that I'm done in L.A. the climate work continues! I'm headed to my favorite place on the planet for a few days, Half Moon Bay, CA, with the @LeviStraussFdn, but first I'm gonna take an Entire. Day. Off. lol
all you activists out there - take a break! It's important! pic.twitter.com/bPzNaIx62Y",12,28,217,climate,0
2020-02-10,09:04:58,alexandriav2005,Alexandria Villaseñor,"The youth are having to deal with the most climate anxiety 💔
@lizwathuti @cloverhogan https://www.theguardian.com/environment/2020/feb/10/overwhelming-and-terrifying-impact-of-climate-crisis-on-mental-health …",8,137,400,climate,0
2020-02-09,22:09:06,alexandriav2005,Alexandria Villaseñor,"It was amazing to participate in this action with @XRebellionLA and XR Youth Los Angeles!
It's time to WAKE UP TO THE CLIMATE CRISIS!  pic.twitter.com/xhmVhdcHIm",3,9,85,climate,0
2020-02-09,20:26:29,alexandriav2005,Alexandria Villaseñor,"here is Anisa Nanavati. Anisa is Indian-Bengali and is from Tampa, Florida. She works on outreach throughout north America and coordinates a LOT of youth. Her community is being directly affected by the climate crisis and she knows we must act now!  pic.twitter.com/2FiW72AHbt",3,6,49,climate,0
2020-02-06,22:45:08,alexandriav2005,Alexandria Villaseñor,"If you can distance yourself from the effects of the climate crisis, you are privileged.

That's it. That's the tweet.",22,272,1045,climate,0
2020-02-05,05:31:09,alexandriav2005,Alexandria Villaseñor,"This headline should actually say ""Canada Destroys Indigenous Communities & Accelerates the Climate Crisis"".
This is heartbreaking 💔
 https://www.google.com/amp/s/amp.theguardian.com/world/2020/feb/04/canada-trans-mountain-pipeline-expansion-approval-court-upholds …",17,247,527,climate,0
2020-02-02,07:53:21,alexandriav2005,Alexandria Villaseñor,"Balanced media?
Impartial media?
""Both sides"" media?
They're all wrong when it comes to the climate crisis - actually - they're downright deadly.
 https://m.phys.org/news/2020-01-media-impartiality-climate-ethically-misguided.html …",15,166,506,climate,0
2020-01-31,23:08:35,alexandriav2005,Alexandria Villaseñor,"Dear African Climate Activists,
I see y'all are under a massive troll/bot attack for @Fridays4future & #ClimateStrike this week. I stand with you as your voice gets louder & is heard. You're a threat to the fossil fuel economy & industry & I am proud!
Sincerely,
Me ❤️🌍",8,101,542,climate,0
2020-01-31,22:38:17,alexandriav2005,Alexandria Villaseñor,guess he realized he's not gonna cha-ching with climate cha-change lol 🤑  https://twitter.com/CNBC/status/1223246855015993345 …,6,25,100,climate,0
2020-01-31,22:06:36,alexandriav2005,Alexandria Villaseñor,WEEK 60 #ClimateStrike w/the Int'l Indigenous Youth Council in L.A. First we're recognizing the land & making demands for the next 7 generations. Indigenous communities are the original caretakers of our planet & will lead the way for climate solutions! @imkevinjpatel @IIYCfamily pic.twitter.com/xJXbJaFMzr,3,30,172,climate,0
2020-01-28,01:47:00,alexandriav2005,Alexandria Villaseñor,Thank you @juliepackard and the @PackardFdn for hosting me today. It was great learning about climate change and ocean health behind the scenes at @MontereyAq! pic.twitter.com/jHIoeAjhrI – à Monterey Bay Aquarium,1,7,68,climate,0
2020-01-28,01:25:32,alexandriav2005,Alexandria Villaseñor,"""Hi Elizabeth! What's that? Climate change got you down? Your habitat doesn't have enough food? We got you 🐧""

Meet Elizabeth here:  https://www.montereybayaquarium.org/animals-and-exhibits/exhibits/splash-zone-and-penguins/meet-the-penguins …
@MontereyAq @PackardFdn pic.twitter.com/AP7K38Dmdr – à Monterey Bay Aquarium",0,4,55,climate,0
2020-01-25,15:35:52,alexandriav2005,Alexandria Villaseñor,"Hey media, I have another issue and I'm just gonna come out and say it. Please stop referring to youth climate activists as the ""Greta"" of their area. When you do this, you erase their unique story, their unique & different work and *ahem*...their ethnicity & color.
My PSA today.",42,567,3143,climate,0
2020-01-24,23:46:59,alexandriav2005,Alexandria Villaseñor,"And finally, if you're a youth climate activist anywhere in the world...drop your handle here ⬇️ so I can follow you ❤
TY for your work. You matter.",167,111,735,climate,0
2020-01-24,22:49:09,alexandriav2005,Alexandria Villaseñor,"just wrong. Who made this decision? We keep asking the media to honestly report the climate crisis, and this is part of it!
 https://www.google.com/amp/s/www.buzzfeednews.com/amphtml/ikrd/vanessa-nakate-greta-thunberg-davos …",14,144,595,climate,0
2020-01-22,09:46:00,alexandriav2005,Alexandria Villaseñor,"It's so awe-inspiring here. it makes me wanna write a horror story about a monster or a vampire, or maybe even...climate change 😱
🧟‍♂️🧛‍♂️🌍
#WEF2020 #WEF20 pic.twitter.com/1ikDBQ3hAK",10,20,199,climate,0
2020-01-22,05:22:16,alexandriav2005,Alexandria Villaseñor,"TY Foundation for Climate Restoration, for having me at @wef to discuss @Earth_Uprising & youth-led climate education!
Excited to change the world with these amazing people @LandrySigne @pthigo Aaron Berger @theNEXUSsummit @rsparnell & Diana Walker @counterpartint #WEF2020 #WEF20 pic.twitter.com/d43q4akMu5",3,21,100,climate,0
2020-01-21,22:27:41,alexandriav2005,Alexandria Villaseñor,"Day 2 of my @wef #ClimateStrike against capitalism in Davos! Today Patrick from @Fridays4future Hanover joined me & we talked to ppl about inequality, consumerism & the planet!
Today I'm going to a Citizen's Assembly, @GlobalYMCA & the Foundation for Climate Restoration! #WEF2020 pic.twitter.com/hEO0G23h8L",3,54,234,climate,0
2020-01-09,22:50:43,alexandriav2005,Alexandria Villaseñor,back at #NCSE2020 today! Mapping out the future of youth climate education and #ClimateAction! pic.twitter.com/CRt7tuMr0h,1,17,125,climate,0
2019-12-29,01:42:51,alexandriav2005,Alexandria Villaseñor,A few days later I met my first climate scientist. @PdeMenocal gave us a presentation on the latest science and it showed we're in a #ClimateEmergency. Then he made a plan for U.S. scientists to write a letter supporting the strike alongside the letter by the European scientists! pic.twitter.com/nRiMrNfl2s,3,8,44,climate,0
2019-12-28,02:41:42,alexandriav2005,Alexandria Villaseñor,"Behind the scenes though, more was happening. I'd talked to @jean_hinchliffe for a couple months & I went to @zerohournyc & said, ""hey we HAVE to do this with the world!"" On 1/23/19 we first announced our planning for the March 15th Global Climate Strike!  https://twitter.com/AlexandriaV2005/status/1087903286437523456 …",1,3,23,climate,0
2019-12-27,16:50:22,alexandriav2005,Alexandria Villaseñor,"WEEK 55 of #ClimateStrike at the @UN.
Next week, @Fridays4future heads into its 3rd year of striking. As our time on the streets gets longer, we need you to act and do something for the climate. In 2020, people must stop looking away and stop pretending this crisis doesn't exist.  pic.twitter.com/d77kynD4KW – à United Nations",42,531,3210,climate,0
2019-12-12,06:42:53,alexandriav2005,Alexandria Villaseñor,World climate negotiations will go nowhere as long as fossil fuel companies are allowed to sponsor and lobby the event.  https://twitter.com/isafallahi/status/1204936197396738049 …,3,65,249,climate,0
2019-12-10,06:37:48,alexandriav2005,Alexandria Villaseñor,"Thanks @ejgertz for featuring #ChildrenvsClimateCrisis in your latest ""Drilled: a true crime podcast about climate change"" y'all should listen here 👇👇👇
 https://podcasts.apple.com/us/podcast/youth-climate-suits-and-inter-generational-injustice/id1439735906?i=1000459050428 …",1,14,46,climate,0
2019-12-09,03:13:22,alexandriav2005,Alexandria Villaseñor,"How climate activists play ""Dance Dance Revolution"" 💃🕺  https://twitter.com/CaffeAdler/status/1203327774406119424 …",6,62,547,climate,0
2019-12-05,18:25:11,alexandriav2005,Alexandria Villaseñor,"Tomorrow is my 52nd climate strike in front of the U.N.
ONE YEAR.
When I began striking, I was angry over the outcome at COP 24. Now, on my 52nd week, I leave for COP 25 in Madrid. World leaders have given youth no choice. We will continue taking action until our future is safe.",33,259,1577,climate,0
2019-12-02,21:24:41,alexandriav2005,Alexandria Villaseñor,"""climate change is a human rights issue"" 👇  https://twitter.com/amnesty/status/1201440465465348096 …",1,102,238,climate,0
2019-11-30,23:12:21,alexandriav2005,Alexandria Villaseñor,"Now, I look forward to attending COP 25, where I'll be able to talk to decision makers about our case & what it means for our generation. The climate crisis is violating our basic human rights & recent dire climate reports show it's only getting worse.
The time to act is NOW /end",5,18,152,climate,0
2019-11-30,23:11:11,alexandriav2005,Alexandria Villaseñor,"This is a big deal because there's never been a case as complicated as ours, with multiple petitioners (like myself) and multiple respondents (France, Turkey, Germany, Argentina, Brazil) on a global issue as huge as the climate crisis./2",3,11,73,climate,0
2019-11-22,17:51:01,alexandriav2005,Alexandria Villaseñor,"Yesterday I gave a presentation at @ucdavis in a class titled ""Youth in Revolt"".
We had a great discussion about the youth climate movement, organizing strikes & centering people most affected by the #ClimateCrisis.
Thank you to Prof. Margaret Ronda @mronda77 for the invitation! pic.twitter.com/T1rv6vZNqx – à Hutchison Hall",5,38,201,climate,0
2019-11-22,04:00:04,alexandriav2005,Alexandria Villaseñor,"""Climate Change is real""
Wow @MTA. https://www.theverge.com/2019/11/21/20976248/mta-floods-test-nyc-subway-climate-change-equipment-flex-gate …",5,70,197,climate,0
2019-11-16,07:27:55,alexandriav2005,Alexandria Villaseñor,"It's depressing when I think about what I'd be doing if I wasn't a climate activist. I'd probably be running from wildfires and wearing a mask to protect me from smoke. I would worry more than I already do. Everyone please take care of your mental health. 
 https://qz.com/1749577/psychologists-sign-pledge-to-address-climate-change/ …",17,158,655,climate,0
2019-11-14,22:19:30,alexandriav2005,Alexandria Villaseñor,"Climate is a biodiversity issue.
Climate is an agricultural issue.
Climate is a race issue.
Climate is an immigration issue.
Climate is a healthcare issue.
Climate is a disability issue.
Climate is a human rights issue.
Climate is an economic issue.

Climate is everything.",243,5433,17653,climate,0
2019-11-13,00:45:00,alexandriav2005,Alexandria Villaseñor,"It's been a scary year for the climate. We #ClimateStrike again globally on:
November 29th (Black Friday!)
&
December 6th
We're watching you #COP25 #cop25madrid https://qz.com/1742644/cop25-will-review-a-scary-year-for-climate-change/ …",2,73,211,climate,0
2019-11-08,18:17:19,alexandriav2005,Alexandria Villaseñor,"WEEK 48 of our @UN #ClimateStrike in NYC! We're one month away from our next #GlobalClimateStrike. We may be a small group today, but the #ClimateCrisis continues to worsen, and so our climate movement grows. Join us!  pic.twitter.com/VMET9SYKie",7,78,332,climate,0
2019-11-05,19:32:33,alexandriav2005,Alexandria Villaseñor,"People keep trying to tell me our movement is slowing down and is on it's way to ending...but...THIS.
The climate movement responds to the science, not the naysayers.
 https://www.washingtonpost.com/science/2019/11/05/more-than-scientists-around-world-declare-climate-emergency/?wpisrc=nl_most&wpmm=1 …",19,189,715,climate,0
2019-11-05,17:16:57,alexandriav2005,Alexandria Villaseñor,"This Friday I'll be hanging out with @billmckibben and @NaomiAKlein at The Climate Moment!
Join us 👇  https://twitter.com/albertinebooks/status/1191388356309135361 …",1,28,116,climate,0
2019-11-01,17:39:02,alexandriav2005,Alexandria Villaseñor,"Climate this week:
->Sea level rise will affect 3x more ppl by 2050😰
->Permafrost melting like 2090 😱 (spewing methane!) & U.S. rolls back methane regs🤯
->In 30 yrs, insect biomass drops 75% globally 🦟
->So of course the NYPD tries to shut us down today & occupies our subways  pic.twitter.com/uILWY3VQI8",9,126,359,climate,0
2019-10-30,07:11:45,alexandriav2005,Alexandria Villaseñor,"My inhaler worsens climate change.
This article says I should know ""how many doses I have left so I don't waste any"" & ""dispose of it properly because it's got greenhouse gases left in it"".
This takes ""individual actions"" too far.
It's not a straw people.
 https://www.bbc.com/news/health-50215011 …",47,68,494,climate,0
2019-10-30,05:36:00,alexandriav2005,Alexandria Villaseñor,"This upsets me so much. Here is the climate crisis promoting greater inequality storm by storm. All the poorer people in SoCal will stay in the dark while the wealthier people insulate themselves from the Santa Ana winds.

Not everyone can afford a generator.  https://twitter.com/ComstockNEWS/status/1189368742825754624 …",16,70,248,climate,0
2019-10-29,06:41:45,alexandriav2005,Alexandria Villaseñor,People meet @HeatherMcTeer who needs to talk to you about white privilege and the climate crisis! 👏🏼👏🏼👏🏼  https://www.damemagazine.com/2019/10/28/why-its-so-hard-to-talk-about-climate-change/amp/?__twitter_impression=true …,1,36,113,climate,0
2019-10-19,22:37:42,alexandriav2005,Alexandria Villaseñor,"I'm back in the U.S. and in New York before I slowly go west! Today I'm at @ProjectDrawdown with @Omega_OCSL, talking with @OCSL_John about my ""midlife crisis as a 14 year old"" and what the climate crisis will cause us to lose.
See y'all back at the U.N. on Friday 10/25!  pic.twitter.com/VNM7OZrNiA",7,23,182,climate,0
2019-10-16,20:33:27,alexandriav2005,Alexandria Villaseñor,"6/ We need address the climate crisis to not only to prevent the loss of physical life, but also the loss of the part of our life that is our heritage and ancestry.
Thank you @SDSNYouth @CasinaPioIV and everyone at #VYS19 for such a heartfelt experience this week.
/End",3,6,70,climate,0
2019-10-16,20:32:04,alexandriav2005,Alexandria Villaseñor,"5/I am looking forward to working with my new friends from Mexico and Latin America. As I travel, I've added Mexico City to my list of destinations to learn more about the climate crisis and also about myself. Under climate change, ""loss of life"" has a double meaning.",5,6,70,climate,0
2019-10-16,20:31:50,alexandriav2005,Alexandria Villaseñor,"4/Because of the climate crisis, we will not only lose species, ecosystems and land, we will lose parts of ourselves. Of course there will be loss of human life, but many of us who remain will be half-dead when we lose our cultures and even our languages. I understand this now.",2,5,51,climate,0
2019-10-16,20:31:39,alexandriav2005,Alexandria Villaseñor,"3/This week I’m with people who speak Spanish and live the culture & what should be my language and culture feels so foreign to me. I’ve also learned that because of inhospitable climate conditions, my own ancestors were forced to migrate north in search of a better life.",1,3,36,climate,0
2019-10-16,07:43:06,alexandriav2005,Alexandria Villaseñor,"We're in Rome at the #Vatican Youth Symposium & @SDSNYouth! Last night we met Archbishop Marcelo Sanchez Sorondo, Chancellor of the Pontifical Academy of Sciences @CasinaPiolV to talk about solutions to the climate crisis. I'm excited to speak today! @GlblCtzn @SAPNextGen #VYS19 pic.twitter.com/lDgloFXvvJ",5,32,158,climate,0
2019-10-15,05:13:37,alexandriav2005,Alexandria Villaseñor,We won't win the battle against the climate crisis unless every day is Indigenous People's Day.,10,84,612,climate,0
2019-10-12,22:29:54,alexandriav2005,Alexandria Villaseñor,"Shout out to my chaperone for my European climate strike tour...
Meet my big sister Raiyna Villasenor @Raiyna_Ashley!
p.s. she's got a degree in Environmental Studies too, climate is a family thing 🤗  pic.twitter.com/bwawzbTm33",7,45,472,climate,0
